日期,月,日,號,室,月份如適用,摘要,收入/支出,金額,備註, 運算 
7/4/25,7,4,2,1A,7月,租金,收入,4200,," 4,200 "
7/5/25,7,5,2,1A,7月,住戶電費,收入,810,, 810 
7/5/25,7,5,6,1E,7月,租金,收入,4500,," 4,500 "
7/8/25,7,8,6,1E,7月,住戶電費,收入,1000,," 1,000 "
7/8/25,7,8,2,3D,7月,租金,收入,4300,," 4,300 "
7/8/25,7,8,2,3D,7月,住戶電費,收入,1230,," 1,230 "
7/8/25,7,8,2,3D,7月,水費,收入,200,, 200 
7/8/25,7,8,6,5D,7月,住戶電費,收入,1430,," 1,430 "
7/8/25,7,8,147,2A,,介紹費,支出,2000,," (2,000)"
7/8/25,7,8,,,6月,管理員薪水,支出,28000,," (28,000)"
7/8/25,7,8,149,3B,7月,租金,收入,5000,," 5,000 "
7/8/25,7,8,149,3B,7月,住戶電費,收入,1400,," 1,400 "
7/8/25,7,8,6,2E,7月,租金,收入,4500,," 4,500 "
7/9/25,7,9,6,2E,7月,住戶電費,收入,840,, 840 
7/9/25,7,9,6,4F,7月,租金,收入,4500,," 4,500 "
7/9/25,7,9,6,4F,7月,住戶電費,收入,740,, 740 
7/9/25,7,9,149,,,維修費,支出,800,1F電燈置換, (800)
7/9/25,7,9,2,2C,,押金,收入,9000,," 9,000 "
7/10/25,7,10,2,2C,7月,租金,收入,4500,," 4,500 "
7/10/25,7,10,149,2A,7月,租金,收入,4200,," 4,200 "
7/10/25,7,10,149,2A,7月,住戶電費,收入,1180,," 1,180 "
7/10/25,7,10,2,3A,7月,租金,收入,4200,," 4,200 "
7/10/25,7,10,2,3A,7月,住戶電費,收入,1390,," 1,390 "
7/10/25,7,10,147,4B,7月,租金,收入,5000,," 5,000 "
7/10/25,7,10,147,4B,7月,住戶電費,收入,1470,," 1,470 "
7/10/25,7,10,149,5A,7月,租金,收入,4200,," 4,200 "
7/12/25,7,12,149,5A,7月,住戶電費,收入,1300,," 1,300 "
7/12/25,7,12,147,5B,,押金,收入,4500,," 4,500 "
7/12/25,7,12,147,5B,7月,租金,收入,4500,," 4,500 "
7/12/25,7,12,2,5A,7月,租金,收入,4500,," 4,500 "
7/12/25,7,12,2,5A,7月,住戶電費,收入,920,, 920 
7/12/25,7,12,6,1B,7月,租金,收入,4500,," 4,500 "
7/12/25,7,12,6,1B,7月,住戶電費,收入,745,, 745 
7/14/25,7,14,2,3C,,維修費,支出,400,馬桶維修, (400)
7/14/25,7,14,6,1D,7月,租金,收入,4500,," 4,500 "
7/14/25,7,14,6,1D,7月,住戶電費,收入,1730,," 1,730 "
7/14/25,7,14,6,3F,7月,租金,收入,4500,," 4,500 "
7/14/25,7,14,6,3F,7月,住戶電費,收入,690,, 690 
7/14/25,7,14,149,2C,7月,租金,收入,5000,," 5,000 "
7/14/25,7,14,149,2C,7月,住戶電費,收入,1670,," 1,670 "
7/14/25,7,14,2,5A,,介紹費,支出,2000,," (2,000)"
7/14/25,7,14,,,,匯馬玲帳戶,支出,50000,," (50,000)"
7/14/25,7,14,,,,管理員獎金,支出,8000,空房獎金," (8,000)"
7/14/25,7,14,2,2E,7月,租金,收入,4500,," 4,500 "
7/14/25,7,14,2,2E,7月,住戶電費,收入,1715,," 1,715 "
7/14/25,7,14,2,4D,7月,租金,收入,4500,," 4,500 "
7/14/25,7,14,2,4D,7月,住戶電費,收入,990,, 990 
7/15/25,7,15,2,5D,7月,租金,收入,4500,," 4,500 "
7/15/25,7,15,2,5D,7月,住戶電費,收入,1250,," 1,250 "
7/15/25,7,15,2,3B,7月,租金,收入,4500,," 4,500 "
7/15/25,7,15,2,3B,7月,住戶電費,收入,360,, 360 
7/16/25,7,16,149,4B,,新設備,支出,29000,冷氣 ," (29,000)"
7/16/25,7,16,2,3E,7月,租金,收入,4300,," 4,300 "
7/16/25,7,16,2,3E,7月,住戶電費,收入,960,, 960 
7/16/25,7,16,2,2A,7月,租金,收入,4200,," 4,200 "
7/16/25,7,16,2,2A,7月,住戶電費,收入,1810,," 1,810 "
7/16/25,7,16,6,4C,7月,租金,收入,3500,," 3,500 "
7/16/25,7,16,6,4C,7月,住戶電費,收入,570,, 570 
7/17/25,7,17,,,,匯馬玲帳戶,支出,50000,," (50,000)"
7/17/25,7,17,2,4B,7月,租金,收入,4200,," 4,200 "
7/17/25,7,17,2,4B,7月,住戶電費,收入,980,, 980 
7/17/25,7,17,149,3A,7月,租金,收入,5000,," 5,000 "
7/17/25,7,17,149,3A,7月,住戶電費,收入,1500,," 1,500 "
7/17/25,7,17,2,4A,7月,租金,收入,4500,," 4,500 "
7/17/25,7,17,2,4A,7月,住戶電費,收入,640,, 640 
7/18/25,7,18,2,1D,7月,租金,收入,4500,," 4,500 "
7/18/25,7,18,2,1D,7月,住戶電費,收入,720,, 720 
7/18/25,7,18,2,1C,7月,租金,收入,4500,," 4,500 "
7/18/25,7,18,2,1C,7月,住戶電費,收入,480,, 480 
7/19/25,7,19,2,4C,7月,租金,收入,4300,," 4,300 "
7/19/25,7,19,2,4C,7月,住戶電費,收入,1080,," 1,080 "
7/19/25,7,19,,,,文具,支出,292,, (292)
7/21/25,7,21,2,5E,7月,租金,收入,4500,," 4,500 "
7/21/25,7,21,2,5E,7月,住戶電費,收入,890,, 890 
7/21/25,7,21,6,1C,7月,租金,收入,3500,," 3,500 "
7/21/25,7,21,6,1C,7月,住戶電費,收入,1055,," 1,055 "
7/22/25,7,22,2,5C,7月,租金,收入,4500,," 4,500 "
7/22/25,7,22,2,5C,7月,住戶電費,收入,1980,," 1,980 "
7/23/25,7,23,2,4E,7月,租金,收入,4500,," 4,500 "
7/23/25,7,23,2,4E,7月,住戶電費,收入,1470,," 1,470 "
7/23/25,7,23,6,1A,7月,租金,收入,4500,," 4,500 "
7/23/25,7,23,6,1A,7月,住戶電費,收入,300,, 300 
7/24/25,7,24,2,2D,7月,租金,收入,4500,," 4,500 "
7/24/25,7,24,2,2D,7月,住戶電費,收入,830,, 830 
7/25/25,7,25,149,2B,7月,租金,收入,4800,," 4,800 "
7/25/25,7,25,149,2B,7月,住戶電費,收入,1560,," 1,560 "
7/26/25,7,26,,,,匯馬玲帳戶,支出,50000,," (50,000)"
7/26/25,7,26,147,3B,7月,租金,收入,5000,," 5,000 "
7/26/25,7,26,147,3B,7月,住戶電費,收入,445,, 445 
7/26/25,7,26,6,3B,7月,租金,收入,4500,," 4,500 "
7/26/25,7,26,6,3B,7月,住戶電費,收入,420,, 420 
7/26/25,7,26,6,2C,7月,租金,收入,3500,," 3,500 "
7/26/25,7,26,6,2C,7月,住戶電費,收入,1770,," 1,770 "
7/26/25,7,26,149,,,大樓電費支出,支出,453,, (453)
7/26/25,7,26,2,3C,7月,租金,收入,4500,," 4,500 "
7/26/25,7,26,2,3C,7月,住戶電費,收入,2110,," 2,110 "
7/28/25,7,28,,,,維修費,支出,500,6/4B.2/5A冷氣排水管疏通, (500)
7/29/25,7,29,149,4B,7月,住戶電費,收入,1890,," 1,890 "
7/29/25,7,29,6,2B,6月,住戶電費,收入,2820,," 2,820 "
7/31/25,7,31,147,5A,7月,租金,收入,4500,," 4,500 "
7/31/25,7,31,2,3D,,退押金,支出,8400,退租," (8,400)"
7/31/25,7,31,2,3D,8月,住戶電費,收入,780,退租, 780 
7/31/25,7,31,6,4A,7月,租金,收入,4200,," 4,200 "
7/31/25,7,31,6,4A,7月,住戶電費,收入,870,, 870 
7/31/25,7,31,6,4A,7月,水費,收入,200,, 200 
7/31/25,7,31,147,3B,,介紹費,支出,2000,," (2,000)"
7/31/25,7,31,6,2F,5月,租金,收入,4200,," 4,200 "
7/31/25,7,31,2,5B,7月,租金,收入,4500,," 4,500 "
7/31/25,7,31,2,5B,7月,住戶電費,收入,1210,," 1,210 "
7/31/25,7,31,6,4E,6月,住戶電費,收入,710,, 710 
7/31/25,7,31,6,4E,7月,住戶電費,收入,750,, 750 
8/1/25,8,1,147,2A,8月,租金,收入,5000,," 5,000 "
8/1/25,8,1,147,2A,8月,住戶電費,收入,1180,," 1,180 "
8/1/25,8,1,,,,其他,支出,200,烘衣機搬樓層費, (200)
8/2/25,8,2,6,5F,8月,租金,收入,4200,," 4,200 "
8/2/25,8,2,6,5F,8月,住戶電費,收入,1150,," 1,150 "
8/3/25,8,3,2,4D,,退押金,支出,9000,退租," (9,000)"
8/3/25,8,3,2,4D,8月,住戶電費,收入,630,退租, 630 
8/5/25,8,5,6,1D,,退押金,支出,8400,退租," (8,400)"
8/5/25,8,5,6,1D,8月,住戶電費,收入,1530,退租," 1,530 "
8/5/25,8,5,149,5B,8月,租金,收入,4200,," 4,200 "
8/5/25,8,5,149,5B,8月,住戶電費,收入,1230,," 1,230 "
8/5/25,8,5,147,5B,8月,租金,收入,4500,," 4,500 "
8/5/25,8,5,147,5B,8月,住戶電費,收入,1680,," 1,680 "
8/6/25,8,6,147,,8月,租金,收入,9000,店面," 9,000 "
8/6/25,8,6,147,5B,,介紹費,支出,2000,," (2,000)"
8/7/25,8,7,,,,匯馬玲帳戶,支出,50000,," (50,000)"
8/8/25,8,8,,,7月,管理員薪水,支出,28000,," (28,000)"
8/8/25,8,8,147,5B,,押金,收入,4500,," 4,500 "
8/8/25,8,8,6,2B,7月,租金,收入,4500,," 4,500 "
8/8/25,8,8,149,2B,8月,租金,收入,4800,," 4,800 "
8/8/25,8,8,149,2B,8月,住戶電費,收入,1430,," 1,430 "
8/8/25,8,8,6,3F,8月,租金,收入,4500,," 4,500 "
8/8/25,8,8,6,3F,8月,住戶電費,收入,640,, 640 
8/8/25,8,8,2,2C,8月,租金,收入,4500,," 4,500 "
8/8/25,8,8,2,2C,8月,住戶電費,收入,570,, 570 
8/9/25,8,9,2,3A,8月,租金,收入,4200,," 4,200 "
8/9/25,8,9,2,3A,8月,住戶電費,收入,1020,," 1,020 "
8/9/25,8,9,2,,,維修費,支出,500,水塔維修, (500)
8/9/25,8,9,2,2C,,介紹費,支出,2000,," (2,000)"
8/9/25,8,9,,,,新設備,支出,17600,冰箱二台," (17,600)"
8/11/25,8,11,2,4B,8月,租金,收入,4200,," 4,200 "
8/11/25,8,11,2,4B,8月,住戶電費,收入,570,, 570 
8/11/25,8,11,2,2A,8月,租金,收入,4200,," 4,200 "
9/11/25,9,11,2,2A,8月,住戶電費,收入,1790,," 1,790 "
9/11/25,9,11,149,5A,8月,租金,收入,4200,," 4,200 "
9/11/25,9,11,149,5A,8月,住戶電費,收入,1230,," 1,230 "
8/11/25,8,11,2,5E,8月,租金,收入,4500,," 4,500 "
8/11/25,8,11,2,5E,8月,住戶電費,收入,840,, 840 
8/11/25,8,11,6,2E,8月,租金,收入,4500,," 4,500 "
8/11/25,8,11,6,2E,8月,住戶電費,收入,860,, 860 
8/12/25,8,12,6,1A,8月,租金,收入,4500,," 4,500 "
8/12/25,8,12,6,1A,8月,住戶電費,收入,320,, 320 
8/12/25,8,12,149,3B,8月,租金,收入,5000,," 5,000 "
8/12/25,8,12,149,3B,8月,住戶電費,收入,1290,," 1,290 "
8/14/25,8,14,2,5A,8月,租金,收入,4500,," 4,500 "
8/14/25,8,14,2,5A,8月,住戶電費,收入,1020,," 1,020 "
8/14/25,8,14,6,1B,8月,租金,收入,4500,," 4,500 "
8/14/25,8,14,6,1B,8月,住戶電費,收入,875,, 875 
8/14/25,8,14,149,4B,,租金,收入,55000,年繳優待一個月<8-7>," 55,000 "
8/14/25,8,14,,,,匯馬玲帳戶,支出,100000,," (100,000)"
8/14/25,8,14,6,4E,,租金,收入,12600,<8-10>季繳," 12,600 "
8/14/25,8,14,6,4E,8月,住戶電費,收入,690,, 690 
8/14/25,8,14,2,2E,8月,租金,收入,4500,," 4,500 "
8/14/25,8,14,2,2E,8月,住戶電費,收入,870,, 870 
8/14/25,8,14,,,7月,管理員獎金,支出,8000,空房獎金," (8,000)"
8/15/25,8,15,149,2C,8月,租金,收入,5000,," 5,000 "
8/15/25,8,15,149,2C,8月,住戶電費,收入,1360,," 1,360 "
8/15/25,8,15,2,5D,8月,租金,收入,4500,," 4,500 "
8/15/25,8,15,2,5D,8月,住戶電費,收入,1140,," 1,140 "
8/15/25,8,15,2,1A,8月,租金,收入,4200,," 4,200 "
8/15/25,8,15,2,1A,8月,住戶電費,收入,720,, 720 
8/15/25,8,15,2,1C,8月,租金,收入,4500,," 4,500 "
8/15/25,8,15,2,1C,8月,住戶電費,收入,470,, 470 
8/15/25,8,15,147,4B,8月,租金,收入,5000,," 5,000 "
8/15/25,8,15,147,4B,8月,住戶電費,收入,1500,," 1,500 "
8/16/25,8,16,,,,匯馬玲帳戶,支出,50000,," (50,000)"
8/16/25,8,16,2,3B,8月,租金,收入,4500,," 4,500 "
8/16/25,8,16,2,3B,8月,住戶電費,收入,890,, 890 
8/16/25,8,16,2,4A,8月,租金,收入,4500,," 4,500 "
8/16/25,8,16,2,4A,8月,住戶電費,收入,770,, 770 
8/16/25,8,16,6,4F,8月,租金,收入,4500,," 4,500 "
8/16/25,8,16,6,4F,8月,住戶電費,收入,820,, 820 
8/16/25,8,16,2,1D,8月,租金,收入,4500,," 4,500 "
8/16/25,8,16,2,1D,8月,住戶電費,收入,1200,," 1,200 "
8/16/25,8,16,149,2A,8月,租金,收入,4200,," 4,200 "
8/16/25,8,16,149,2A,8月,住戶電費,收入,940,, 940 
8/16/25,8,16,149,4B,8月,住戶電費,收入,1380,," 1,380 "
8/16/25,8,16,2,5C,8月,租金,收入,4500,," 4,500 "
8/16/25,8,16,2,5C,8月,住戶電費,收入,2000,," 2,000 "
8/16/25,8,16,2,3E,8月,租金,收入,4300,," 4,300 "
8/16/25,8,16,2,3E,8月,住戶電費,收入,1180,," 1,180 "
8/16/25,8,16,6,1C,8月,租金,收入,3500,," 3,500 "
8/16/25,8,16,6,1C,8月,住戶電費,收入,1170,," 1,170 "
8/18/25,8,18,149,3A,8月,租金,收入,5000,," 5,000 "
8/18/25,8,18,149,3A,8月,住戶電費,收入,1530,," 1,530 "
8/18/25,8,18,149,4A,8月,租金,收入,5000,," 5,000 "
8/18/25,8,18,149,4A,8月,押金,收入,10000,," 10,000 "
8/20/25,8,20,2,2D,8月,租金,收入,4500,," 4,500 "
8/20/25,8,20,2,2D,8月,住戶電費,收入,920,, 920 
8/17/25,8,17,,,,匯馬玲帳戶,支出,50000,," (50,000)"
8/21/25,8,21,6,1E,8月,租金,收入,4500,," 4,500 "
8/21/25,8,21,6,1E,8月,住戶電費,收入,1020,," 1,020 "
8/21/25,8,21,6,4C,8月,租金,收入,3500,," 3,500 "
8/21/25,8,21,6,4C,8月,住戶電費,收入,695,, 695 
8/21/25,8,21,149,5B,,維修費,支出,500,插座, (500)
8/21/25,8,21,2,4C,8月,租金,收入,4300,," 4,300 "
8/21/25,8,21,2,4C,8月,住戶電費,收入,1180,," 1,180 "
8/21/25,8,21,,,,匯馬玲帳戶,支出,50000,," (50,000)"
8/22/25,8,22,147,5A,8月,租金,收入,4500,," 4,500 "
8/22/25,8,22,147,5A,8月,住戶電費,收入,1020,," 1,020 "
8/22/25,8,22,147,5A,7月,住戶電費,收入,1550,," 1,550 "
8/22/25,8,22,147,3B,8月,租金,收入,5000,," 5,000 "
8/22/25,8,22,147,3B,8月,住戶電費,收入,1440,," 1,440 "
8/25/25,8,25,6,3B,8月,租金,收入,4500,," 4,500 "
8/25/25,8,25,6,3B,8月,住戶電費,收入,450,, 450 
8/25/25,8,25,2,4E,8月,租金,收入,4500,," 4,500 "
8/25/25,8,25,2,4E,8月,住戶電費,收入,1560,," 1,560 "
8/26/25,8,26,6,2B,7月,住戶電費,收入,2350,," 2,350 "
8/27/25,8,27,6,2C,8月,租金,收入,3500,," 3,500 "
8/27/25,8,27,6,2C,8月,住戶電費,收入,1820,," 1,820 "
8/28/25,8,28,2,3C,8月,租金,收入,4500,," 4,500 "
8/28/25,8,28,2,3C,8月,住戶電費,收入,2350,," 2,350 "
8/30/25,8,30,6,5D,8月,住戶電費,收入,1315,," 1,315 "
8/31/25,8,31,2,5C,,新設備,支出,22000,冷氣," (22,000)"
8/31/25,8,31,6,4A,8月,租金,收入,4200,," 4,200 "
8/31/25,8,31,6,2F,6月,租金,收入,4200,," 4,200 "
9/2/25,9,2,6,5F,9月,租金,收入,4200,," 4,200 "
9/2/25,9,2,6,5F,9月,住戶電費,收入,1380,," 1,380 "
9/3/25,9,3,6,2E,9月,租金,收入,4500,," 4,500 "
9/3/25,9,3,6,2E,9月,住戶電費,收入,970,, 970 
9/3/25,9,3,2,1A,9月,租金,收入,4200,," 4,200 "
9/3/25,9,3,2,1A,9月,住戶電費,收入,1080,," 1,080 "
9/4/25,9,4,,,,維修費,支出,2310,電梯維修," (2,310)"
9/5/25,9,5,,,,其他,支出,4250,中元普渡," (4,250)"
9/5/25,9,5,6,1D,,押金,收入,9000,," 9,000 "
9/5/25,9,5,6,1D,9月,租金,收入,4500,," 4,500 "
9/5/25,9,5,6,1E,9月,租金,收入,4500,," 4,500 "
9/5/25,9,5,6,1E,9月,住戶電費,收入,860,, 860 
9/6/25,9,6,6,5D,9月,住戶電費,收入,1440,," 1,440 "
9/8/25,9,8,149,5B,9月,租金,收入,4200,," 4,200 "
9/8/25,9,8,149,5B,9月,住戶電費,收入,1500,," 1,500 "
9/8/25,9,8,2,5E,9月,租金,收入,4500,," 4,500 "
9/8/25,9,8,2,5E,9月,住戶電費,收入,870,, 870 
9/9/25,9,9,,,,匯馬玲帳戶,支出,50000,," (50,000)"
9/9/25,9,9,2,4B,9月,租金,收入,4200,," 4,200 "
9/9/25,9,9,2,4B,9月,住戶電費,收入,1380,," 1,380 "
9/9/25,9,9,149,3B,9月,租金,收入,5000,," 5,000 "
9/9/25,9,9,149,3B,9月,住戶電費,收入,1410,," 1,410 "
9/9/25,9,9,2,2C,9月,租金,收入,4500,," 4,500 "
9/9/25,9,9,2,2C,9月,住戶電費,收入,660,, 660 
9/10/25,9,10,6,4F,9月,租金,收入,4500,," 4,500 "
9/10/25,9,10,6,4F,9月,住戶電費,收入,800,, 800 
9/10/25,9,10,,,8月,管理員薪水,支出,28000,," (28,000)"
9/10/25,9,10,2,5A,9月,租金,收入,4500,," 4,500 "
9/10/25,9,10,2,5A,9月,住戶電費,收入,1110,," 1,110 "
9/10/25,9,10,149,2B,9月,租金,收入,4800,," 4,800 "
9/10/25,9,10,149,2B,9月,住戶電費,收入,1560,," 1,560 "
9/11/25,9,11,2,2A,9月,租金,收入,4200,," 4,200 "
9/11/25,9,11,2,2A,9月,住戶電費,收入,1650,," 1,650 "
9/11/25,9,11,147,2A,9月,租金,收入,5000,," 5,000 "
9/11/25,9,11,147,2A,9月,住戶電費,收入,1380,," 1,380 "
9/11/25,9,11,2,1C,9月,租金,收入,4500,," 4,500 "
9/11/25,9,11,2,1C,9月,住戶電費,收入,280,, 280 
9/11/25,9,11,6,3F,9月,租金,收入,4500,," 4,500 "
9/11/25,9,11,6,3F,9月,住戶電費,收入,800,, 800 
9/12/25,9,12,147,5B,9月,租金,收入,4500,," 4,500 "
9/12/25,9,12,147,5B,9月,住戶電費,收入,3540,," 3,540 "
9/12/25,9,12,147,4B,9月,租金,收入,5000,," 5,000 "
9/12/25,9,12,147,4B,9月,住戶電費,收入,1355,," 1,355 "
9/12/25,9,12,,,,匯馬玲帳戶,支出,50000,," (50,000)"
9/12/25,9,12,149,2C,9月,租金,收入,5000,," 5,000 "
9/12/25,9,12,149,2C,9月,住戶電費,收入,1420,," 1,420 "
9/12/25,9,12,6,1B,9月,租金,收入,4500,," 4,500 "
9/12/25,9,12,6,1B,9月,住戶電費,收入,660,, 660 
9/12/25,9,12,2,3B,9月,租金,收入,4500,," 4,500 "
9/12/25,9,12,2,3B,9月,住戶電費,收入,460,, 460 
9/12/25,9,12,6,4C,9月,租金,收入,3500,," 3,500 "
9/12/25,9,12,6,4C,9月,住戶電費,收入,720,, 720 
9/13/25,9,13,2,2E,9月,租金,收入,4500,," 4,500 "
9/13/25,9,13,2,2E,9月,住戶電費,收入,910,, 910 
9/13/25,9,13,149,5A,9月,租金,收入,4200,," 4,200 "
9/13/25,9,13,149,5A,9月,住戶電費,收入,1080,," 1,080 "
9/13/25,9,13,,,,管理員獎金,支出,8000,空房獎金," (8,000)"
9/13/25,9,13,2,3A,9月,租金,收入,4200,," 4,200 "
9/13/25,9,13,2,3A,9月,住戶電費,收入,1640,," 1,640 "
9/13/25,9,13,6,1C,9月,租金,收入,3500,," 3,500 "
9/13/25,9,13,6,1C,9月,住戶電費,收入,930,, 930 
9/13/25,9,13,2,3E,9月,租金,收入,4300,," 4,300 "
9/13/25,9,13,2,3E,9月,住戶電費,收入,1080,," 1,080 "
9/13/25,9,13,147,,9月,租金,收入,9000,店面," 9,000 "
9/15/25,9,15,6,2B,8月,租金,收入,4500,," 4,500 "
9/15/25,9,15,149,2A,9月,租金,收入,4200,," 4,200 "
9/15/25,9,15,149,2A,9月,住戶電費,收入,990,, 990 
9/15/25,9,15,2,4A,9月,租金,收入,4500,," 4,500 "
9/15/25,9,15,2,4A,9月,住戶電費,收入,840,, 840 
9/16/25,9,16,,,,匯馬玲帳戶,支出,50000,," (50,000)"
9/16/25,9,16,6,4A,8月,住戶電費,收入,1140,," 1,140 "
9/16/25,9,16,6,4A,8月,水費,收入,200,, 200 
9/17/25,9,17,6,2B,8月,住戶電費,收入,2210,," 2,210 "
9/18/25,9,18,6,2A,,新設備,支出,24000,冷氣," (24,000)"
9/18/25,9,18,2,4C,9月,租金,收入,4300,," 4,300 "
9/18/25,9,18,2,4C,9月,住戶電費,收入,1470,," 1,470 "
9/18/25,9,18,2,4D,,押金,收入,9000,," 9,000 "
9/18/25,9,18,2,4D,9月,租金,收入,4500,," 4,500 "
9/19/25,9,19,2,1D,9月,租金,收入,4500,," 4,500 "
9/19/25,9,19,2,1D,9月,住戶電費,收入,1020,," 1,020 "
9/19/25,9,19,149,4A,9月,租金,收入,5000,," 5,000 "
9/19/25,9,19,149,4A,9月,住戶電費,收入,330,, 330 
9/19/25,9,19,149,4A,,介紹費,支出,2000,," (2,000)"
9/19/25,9,19,,,,其他,支出,690,4/90.5/90.6/120.7/90.8/150.9/150, (690)
9/20/25,9,20,2,5C,9月,租金,收入,4500,," 4,500 "
9/20/25,9,20,2,5C,9月,住戶電費,收入,2100,," 2,100 "
9/20/25,9,20,2,4E,9月,租金,收入,4500,," 4,500 "
9/20/25,9,20,2,4E,9月,住戶電費,收入,1110,," 1,110 "
9/22/25,9,22,149,3A,9月,租金,收入,5000,," 5,000 "
9/22/25,9,22,149,3A,9月,住戶電費,收入,1500,," 1,500 "
9/23/25,9,23,2,3C,9月,租金,收入,4500,," 4,500 "
9/23/25,9,23,2,3C,9月,住戶電費,收入,2555,," 2,555 "
9/23/25,9,23,,,,匯馬玲帳戶,支出,50000,," (50,000)"
9/22/25,9,22,2,3D,,押金,收入,9000,," 9,000 "
9/22/25,9,22,2,3D,9月,租金,收入,4500,," 4,500 "
9/24/25,9,24,2,2D,9月,租金,收入,4500,," 4,500 "
9/24/25,9,24,2,2D,9月,住戶電費,收入,960,, 960 
9/24/25,9,24,6,1A,9月,租金,收入,4500,," 4,500 "
9/24/25,9,24,6,1A,9月,住戶電費,收入,450,, 450 
9/25/25,9,25,2,5D,9月,租金,收入,4500,," 4,500 "
9/25/25,9,25,2,5D,9月,住戶電費,收入,1200,," 1,200 "
9/25/25,9,25,6,3B,9月,租金,收入,4500,," 4,500 "
9/25/25,9,25,6,3B,9月,住戶電費,收入,635,, 635 
9/26/25,9,26,6,2C,9月,租金,收入,3500,," 3,500 "
9/26/25,9,26,6,2C,9月,住戶電費,收入,1710,," 1,710 "
9/30/25,9,30,147,5A,9月,租金,收入,4500,," 4,500 "
9/30/25,9,30,147,5A,9月,住戶電費,收入,1770,," 1,770 "
9/30/25,9,30,147,3B,9月,租金,收入,5000,," 5,000 "
9/30/25,9,30,147,3B,9月,住戶電費,收入,1440,," 1,440 "
9/30/25,9,30,6,4A,9月,租金,收入,4200,," 4,200 "
9/30/25,9,30,149,4B,9月,住戶電費,收入,1170,," 1,170 "
9/30/25,9,30,6,2F,7月,租金,收入,4200,," 4,200 "
10/1/25,10,1,147,,10月,租金,收入,9000,店面," 9,000 "
10/1/25,10,1,149,3B,10月,租金,收入,5000,," 5,000 "
10/1/25,10,1,149,3B,10月,住戶電費,收入,1300,," 1,300 "
10/2/25,10,2,147,,,維修費,支出,500,電燈, (500)
10/2/25,10,2,149,,,大樓電費支出,支出,438,, (438)
10/2/25,10,2,,,,其他,支出,348,影印, (348)
10/3/25,10,3,147,3A,,押金,收入,10000,," 10,000 "
10/3/25,10,3,147,3A,10月,租金,收入,5000,," 5,000 "
10/3/25,10,3,147,3A,11月,租金,收入,5000,," 5,000 "
10/4/25,10,4,2,1A,10月,租金,收入,4200,," 4,200 "
10/4/25,10,4,2,1A,10月,住戶電費,收入,1110,," 1,110 "
10/4/25,10,4,2,4B,10月,租金,收入,4200,," 4,200 "
10/4/25,10,4,2,4B,10月,住戶電費,收入,1200,," 1,200 "
10/4/25,10,4,2,3A,10月,租金,收入,4200,," 4,200 "
10/4/25,10,4,2,3A,10月,住戶電費,收入,1020,," 1,020 "
10/4/25,10,4,2,5E,10月,租金,收入,4500,," 4,500 "
10/4/25,10,4,2,5E,10月,住戶電費,收入,750,, 750 
10/4/25,10,4,6,5F,10月,租金,收入,4200,," 4,200 "
10/4/25,10,4,6,5F,10月,住戶電費,收入,1290,," 1,290 "
10/6/25,10,6,6,1D,10月,租金,收入,4500,," 4,500 "
10/6/25,10,6,6,1D,10月,住戶電費,收入,180,, 180 
10/6/25,10,6,149,5B,10月,租金,收入,4200,," 4,200 "
10/6/25,10,6,149,5B,10月,住戶電費,收入,1660,," 1,660 "
10/7/25,10,7,6,2E,10月,租金,收入,4500,," 4,500 "
10/7/25,10,7,6,2E,10月,住戶電費,收入,930,, 930 
10/7/25,10,7,6,1D,,介紹費,支出,2000,," (2,000)"
10/7/25,10,7,,,,匯馬玲帳戶,支出,50000,," (50,000)"
10/7/25,10,7,6,4C,10月,租金,收入,3500,," 3,500 "
10/7/25,10,7,6,4C,10月,住戶電費,收入,750,, 750 
10/8/25,10,8,6,1E,10月,租金,收入,4500,," 4,500 "
10/8/25,10,8,6,1E,10月,住戶電費,收入,920,, 920 
10/8/25,10,8,,,9月,管理員薪水,支出,28000,," (28,000)"
10/8/25,10,8,6,4F,10月,租金,收入,4500,," 4,500 "
10/8/25,10,8,6,4F,10月,住戶電費,收入,1110,," 1,110 "
10/8/25,10,8,147,2A,10月,租金,收入,5000,," 5,000 "
10/8/25,10,8,147,2A,10月,住戶電費,收入,1440,," 1,440 "
10/8/25,10,8,6,3F,10月,租金,收入,4500,," 4,500 "
10/8/25,10,8,6,3F,10月,住戶電費,收入,1200,," 1,200 "
10/9/25,10,9,149,2B,10月,租金,收入,4800,," 4,800 "
10/9/25,10,9,149,2B,10月,住戶電費,收入,1380,," 1,380 "
10/9/25,10,9,2,2E,10月,租金,收入,4500,," 4,500 "
10/9/25,10,9,2,2E,10月,住戶電費,收入,860,, 860 
10/9/25,10,9,2,2A,10月,租金,收入,4200,," 4,200 "
10/9/25,10,9,2,2A,10月,住戶電費,收入,1910,," 1,910 "
10/9/25,10,9,2,2C,10月,租金,收入,4500,," 4,500 "
10/9/25,10,9,2,2C,10月,住戶電費,收入,810,, 810 
10/10/25,10,10,149,2A,10月,租金,收入,4200,," 4,200 "
10/10/25,10,10,149,2A,10月,住戶電費,收入,1110,," 1,110 "
10/11/25,10,11,6,5D,10月,住戶電費,收入,1470,," 1,470 "
10/11/25,10,11,6,1C,10月,租金,收入,3500,," 3,500 "
10/11/25,10,11,6,1C,10月,住戶電費,收入,570,, 570 
